mnemonic,opcode,subsystem,criticality,description,fsw_min_version
CMD_PAYLOAD_IMG_ABORT_045,0x1670,PAYLOAD,HAZARDOUS,Abort current image capture (variant 45),1.0
CMD_PAYLOAD_INST_ON_045,0x1671,PAYLOAD,NOMINAL,Power on instrument (variant 45),1.0
CMD_PAYLOAD_INST_OFF_045,0x1672,PAYLOAD,NOMINAL,Power off instrument (variant 45),1.0
CMD_PAYLOAD_INST_CAL_045,0x1673,PAYLOAD,NOMINAL,Run instrument calibration (variant 45),1.0
CMD_PROP_VALVE_OPEN_045,0x1674,PROP,NOMINAL,Open propulsion valve (variant 45),1.0
CMD_PROP_VALVE_CLOSE_045,0x1675,PROP,NOMINAL,Close propulsion valve (variant 45),1.0
CMD_PROP_BURN_EXEC_045,0x1676,PROP,NOMINAL,Execute commanded delta-v burn (variant 45),1.0
CMD_PROP_BURN_ABORT_045,0x1677,PROP,NOMINAL,Abort active propulsive maneuver (variant 45),1.0
CMD_EPS_PWR_ON_046,0x1678,EPS,NOMINAL,Enable power channel in specified mode (variant 46),1.0
CMD_EPS_PWR_OFF_046,0x1679,EPS,HAZARDOUS,Disable power channel (variant 46),1.0
CMD_EPS_BATT_TRICKLE_046,0x167A,EPS,NOMINAL,Set battery trickle charge rate (variant 46),1.0
CMD_EPS_BATT_RESET_046,0x167B,EPS,NOMINAL,Reset battery management controller (variant 46),1.0
CMD_EPS_SOLAR_DEPLOY_046,0x167C,EPS,NOMINAL,Deploy solar array (variant 46),1.0
CMD_EPS_SOLAR_STOW_046,0x167D,EPS,CRITICAL,Stow solar array (variant 46),1.0
CMD_ADCS_MODE_SET_046,0x167E,ADCS,NOMINAL,Set ADCS control mode (variant 46),1.0
CMD_ADCS_MODE_SAFE_046,0x167F,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 46),1.0
CMD_ADCS_RW_SPIN_046,0x1680,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 46),1.0
CMD_ADCS_RW_STOP_046,0x1681,ADCS,CRITICAL,Stop reaction wheel (variant 46),1.0
CMD_ADCS_MTQ_FIRE_046,0x1682,ADCS,NOMINAL,Fire magnetorquer along axis (variant 46),1.0
CMD_ADCS_STAR_TRACK_046,0x1683,ADCS,HAZARDOUS,Begin star tracker tracking (variant 46),1.0
CMD_ADCS_ATT_SLEW_046,0x1684,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 46),1.0
CMD_COMM_TX_ENABLE_046,0x1685,COMM,CRITICAL,Enable transmitter on band (variant 46),1.0
CMD_COMM_TX_DISABLE_046,0x1686,COMM,NOMINAL,Disable transmitter on band (variant 46),1.0
CMD_COMM_TX_POWER_046,0x1687,COMM,CRITICAL,Set transmitter output power (variant 46),1.0
CMD_COMM_DUMP_START_046,0x1688,COMM,NOMINAL,Start virtual-channel data dump (variant 46),1.0
CMD_COMM_DUMP_STOP_046,0x1689,COMM,CRITICAL,Stop virtual-channel data dump (variant 46),1.0
CMD_CDH_BOOT_WARM_046,0x168A,CDH,NOMINAL,Warm reboot of flight processor (variant 46),1.0
CMD_CDH_BOOT_COLD_046,0x168B,CDH,NOMINAL,Cold reboot of flight processor (variant 46),1.0
CMD_CDH_TIME_SYNC_046,0x168C,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 46),1.0
CMD_CDH_FILE_DELETE_046,0x168D,CDH,NOMINAL,Delete onboard file by path (variant 46),1.0
CMD_CDH_MEM_DUMP_046,0x168E,CDH,NOMINAL,Dump memory region (variant 46),1.0
CMD_CDH_MEM_PATCH_046,0x168F,CDH,NOMINAL,Patch memory region (variant 46),1.0
CMD_THERMAL_HTR_ON_046,0x1690,THERMAL,NOMINAL,Turn on heater zone (variant 46),1.0
CMD_THERMAL_HTR_OFF_046,0x1691,THERMAL,NOMINAL,Turn off heater zone (variant 46),1.0
CMD_THERMAL_HTR_AUTO_046,0x1692,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 46),1.0
CMD_PAYLOAD_IMG_CAPTURE_046,0x1693,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 46),1.0
CMD_PAYLOAD_IMG_ABORT_046,0x1694,PAYLOAD,HAZARDOUS,Abort current image capture (variant 46),1.0
CMD_PAYLOAD_INST_ON_046,0x1695,PAYLOAD,NOMINAL,Power on instrument (variant 46),1.0
CMD_PAYLOAD_INST_OFF_046,0x1696,PAYLOAD,NOMINAL,Power off instrument (variant 46),1.0
CMD_PAYLOAD_INST_CAL_046,0x1697,PAYLOAD,NOMINAL,Run instrument calibration (variant 46),1.0
CMD_PROP_VALVE_OPEN_046,0x1698,PROP,NOMINAL,Open propulsion valve (variant 46),1.0
CMD_PROP_VALVE_CLOSE_046,0x1699,PROP,NOMINAL,Close propulsion valve (variant 46),1.0
CMD_PROP_BURN_EXEC_046,0x169A,PROP,NOMINAL,Execute commanded delta-v burn (variant 46),1.0
CMD_PROP_BURN_ABORT_046,0x169B,PROP,NOMINAL,Abort active propulsive maneuver (variant 46),1.0
CMD_EPS_PWR_ON_047,0x169C,EPS,NOMINAL,Enable power channel in specified mode (variant 47),1.0
CMD_EPS_PWR_OFF_047,0x169D,EPS,HAZARDOUS,Disable power channel (variant 47),1.0
CMD_EPS_BATT_TRICKLE_047,0x169E,EPS,NOMINAL,Set battery trickle charge rate (variant 47),1.0
CMD_EPS_BATT_RESET_047,0x169F,EPS,NOMINAL,Reset battery management controller (variant 47),1.0
CMD_EPS_SOLAR_DEPLOY_047,0x16A0,EPS,NOMINAL,Deploy solar array (variant 47),1.0
CMD_EPS_SOLAR_STOW_047,0x16A1,EPS,CRITICAL,Stow solar array (variant 47),1.0
CMD_ADCS_MODE_SET_047,0x16A2,ADCS,NOMINAL,Set ADCS control mode (variant 47),1.0
CMD_ADCS_MODE_SAFE_047,0x16A3,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 47),1.0
CMD_ADCS_RW_SPIN_047,0x16A4,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 47),1.0
CMD_ADCS_RW_STOP_047,0x16A5,ADCS,CRITICAL,Stop reaction wheel (variant 47),1.0
CMD_ADCS_MTQ_FIRE_047,0x16A6,ADCS,NOMINAL,Fire magnetorquer along axis (variant 47),1.0
CMD_ADCS_STAR_TRACK_047,0x16A7,ADCS,HAZARDOUS,Begin star tracker tracking (variant 47),1.0
CMD_ADCS_ATT_SLEW_047,0x16A8,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 47),1.0
CMD_COMM_TX_ENABLE_047,0x16A9,COMM,CRITICAL,Enable transmitter on band (variant 47),1.0
CMD_COMM_TX_DISABLE_047,0x16AA,COMM,NOMINAL,Disable transmitter on band (variant 47),1.0
CMD_COMM_TX_POWER_047,0x16AB,COMM,CRITICAL,Set transmitter output power (variant 47),1.0
CMD_COMM_DUMP_START_047,0x16AC,COMM,NOMINAL,Start virtual-channel data dump (variant 47),1.0
CMD_COMM_DUMP_STOP_047,0x16AD,COMM,CRITICAL,Stop virtual-channel data dump (variant 47),1.0
CMD_CDH_BOOT_WARM_047,0x16AE,CDH,NOMINAL,Warm reboot of flight processor (variant 47),1.0
CMD_CDH_BOOT_COLD_047,0x16AF,CDH,NOMINAL,Cold reboot of flight processor (variant 47),1.0
CMD_CDH_TIME_SYNC_047,0x16B0,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 47),1.0
CMD_CDH_FILE_DELETE_047,0x16B1,CDH,NOMINAL,Delete onboard file by path (variant 47),1.0
CMD_CDH_MEM_DUMP_047,0x16B2,CDH,NOMINAL,Dump memory region (variant 47),1.0
CMD_CDH_MEM_PATCH_047,0x16B3,CDH,NOMINAL,Patch memory region (variant 47),1.0
CMD_THERMAL_HTR_ON_047,0x16B4,THERMAL,NOMINAL,Turn on heater zone (variant 47),1.0
CMD_THERMAL_HTR_OFF_047,0x16B5,THERMAL,NOMINAL,Turn off heater zone (variant 47),1.0
CMD_THERMAL_HTR_AUTO_047,0x16B6,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 47),1.0
CMD_PAYLOAD_IMG_CAPTURE_047,0x16B7,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 47),1.0
CMD_PAYLOAD_IMG_ABORT_047,0x16B8,PAYLOAD,HAZARDOUS,Abort current image capture (variant 47),1.0
CMD_PAYLOAD_INST_ON_047,0x16B9,PAYLOAD,NOMINAL,Power on instrument (variant 47),1.0
CMD_PAYLOAD_INST_OFF_047,0x16BA,PAYLOAD,NOMINAL,Power off instrument (variant 47),1.0
CMD_PAYLOAD_INST_CAL_047,0x16BB,PAYLOAD,NOMINAL,Run instrument calibration (variant 47),1.0
CMD_PROP_VALVE_OPEN_047,0x16BC,PROP,NOMINAL,Open propulsion valve (variant 47),1.0
CMD_PROP_VALVE_CLOSE_047,0x16BD,PROP,NOMINAL,Close propulsion valve (variant 47),1.0
CMD_PROP_BURN_EXEC_047,0x16BE,PROP,NOMINAL,Execute commanded delta-v burn (variant 47),1.0
CMD_PROP_BURN_ABORT_047,0x16BF,PROP,NOMINAL,Abort active propulsive maneuver (variant 47),1.0
CMD_EPS_PWR_ON_048,0x16C0,EPS,NOMINAL,Enable power channel in specified mode (variant 48),1.0
CMD_EPS_PWR_OFF_048,0x16C1,EPS,HAZARDOUS,Disable power channel (variant 48),1.0
CMD_EPS_BATT_TRICKLE_048,0x16C2,EPS,NOMINAL,Set battery trickle charge rate (variant 48),1.0
CMD_EPS_BATT_RESET_048,0x16C3,EPS,NOMINAL,Reset battery management controller (variant 48),1.0
CMD_EPS_SOLAR_DEPLOY_048,0x16C4,EPS,NOMINAL,Deploy solar array (variant 48),1.0
CMD_EPS_SOLAR_STOW_048,0x16C5,EPS,CRITICAL,Stow solar array (variant 48),1.0
CMD_ADCS_MODE_SET_048,0x16C6,ADCS,NOMINAL,Set ADCS control mode (variant 48),1.0
CMD_ADCS_MODE_SAFE_048,0x16C7,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 48),1.0
CMD_ADCS_RW_SPIN_048,0x16C8,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 48),1.0
CMD_ADCS_RW_STOP_048,0x16C9,ADCS,CRITICAL,Stop reaction wheel (variant 48),1.0
CMD_ADCS_MTQ_FIRE_048,0x16CA,ADCS,NOMINAL,Fire magnetorquer along axis (variant 48),1.0
CMD_ADCS_STAR_TRACK_048,0x16CB,ADCS,HAZARDOUS,Begin star tracker tracking (variant 48),1.0
CMD_ADCS_ATT_SLEW_048,0x16CC,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 48),1.0
CMD_COMM_TX_ENABLE_048,0x16CD,COMM,CRITICAL,Enable transmitter on band (variant 48),1.0
CMD_COMM_TX_DISABLE_048,0x16CE,COMM,NOMINAL,Disable transmitter on band (variant 48),1.0
CMD_COMM_TX_POWER_048,0x16CF,COMM,CRITICAL,Set transmitter output power (variant 48),1.0
CMD_COMM_DUMP_START_048,0x16D0,COMM,NOMINAL,Start virtual-channel data dump (variant 48),1.0
CMD_COMM_DUMP_STOP_048,0x16D1,COMM,CRITICAL,Stop virtual-channel data dump (variant 48),1.0
CMD_CDH_BOOT_WARM_048,0x16D2,CDH,NOMINAL,Warm reboot of flight processor (variant 48),1.0
CMD_CDH_BOOT_COLD_048,0x16D3,CDH,NOMINAL,Cold reboot of flight processor (variant 48),1.0
CMD_CDH_TIME_SYNC_048,0x16D4,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 48),1.0
CMD_CDH_FILE_DELETE_048,0x16D5,CDH,NOMINAL,Delete onboard file by path (variant 48),1.0
CMD_CDH_MEM_DUMP_048,0x16D6,CDH,NOMINAL,Dump memory region (variant 48),1.0
CMD_CDH_MEM_PATCH_048,0x16D7,CDH,NOMINAL,Patch memory region (variant 48),1.0
CMD_THERMAL_HTR_ON_048,0x16D8,THERMAL,NOMINAL,Turn on heater zone (variant 48),1.0
CMD_THERMAL_HTR_OFF_048,0x16D9,THERMAL,NOMINAL,Turn off heater zone (variant 48),1.0
CMD_THERMAL_HTR_AUTO_048,0x16DA,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 48),1.0
CMD_PAYLOAD_IMG_CAPTURE_048,0x16DB,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 48),1.0
CMD_PAYLOAD_IMG_ABORT_048,0x16DC,PAYLOAD,HAZARDOUS,Abort current image capture (variant 48),1.0
CMD_PAYLOAD_INST_ON_048,0x16DD,PAYLOAD,NOMINAL,Power on instrument (variant 48),1.0
CMD_PAYLOAD_INST_OFF_048,0x16DE,PAYLOAD,NOMINAL,Power off instrument (variant 48),1.0
CMD_PAYLOAD_INST_CAL_048,0x16DF,PAYLOAD,NOMINAL,Run instrument calibration (variant 48),1.0
CMD_PROP_VALVE_OPEN_048,0x16E0,PROP,NOMINAL,Open propulsion valve (variant 48),1.0
CMD_PROP_VALVE_CLOSE_048,0x16E1,PROP,NOMINAL,Close propulsion valve (variant 48),1.0
CMD_PROP_BURN_EXEC_048,0x16E2,PROP,NOMINAL,Execute commanded delta-v burn (variant 48),1.0
CMD_PROP_BURN_ABORT_048,0x16E3,PROP,NOMINAL,Abort active propulsive maneuver (variant 48),1.0
CMD_EPS_PWR_ON_049,0x16E4,EPS,NOMINAL,Enable power channel in specified mode (variant 49),1.0
CMD_EPS_PWR_OFF_049,0x16E5,EPS,HAZARDOUS,Disable power channel (variant 49),1.0
CMD_EPS_BATT_TRICKLE_049,0x16E6,EPS,NOMINAL,Set battery trickle charge rate (variant 49),1.0
CMD_EPS_BATT_RESET_049,0x16E7,EPS,NOMINAL,Reset battery management controller (variant 49),1.0
CMD_EPS_SOLAR_DEPLOY_049,0x16E8,EPS,NOMINAL,Deploy solar array (variant 49),1.0
CMD_EPS_SOLAR_STOW_049,0x16E9,EPS,CRITICAL,Stow solar array (variant 49),1.0
CMD_ADCS_MODE_SET_049,0x16EA,ADCS,NOMINAL,Set ADCS control mode (variant 49),1.0
CMD_ADCS_MODE_SAFE_049,0x16EB,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 49),1.0
CMD_ADCS_RW_SPIN_049,0x16EC,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 49),1.0
CMD_ADCS_RW_STOP_049,0x16ED,ADCS,CRITICAL,Stop reaction wheel (variant 49),1.0
CMD_ADCS_MTQ_FIRE_049,0x16EE,ADCS,NOMINAL,Fire magnetorquer along axis (variant 49),1.0
CMD_ADCS_STAR_TRACK_049,0x16EF,ADCS,HAZARDOUS,Begin star tracker tracking (variant 49),1.0
CMD_ADCS_ATT_SLEW_049,0x16F0,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 49),1.0
CMD_COMM_TX_ENABLE_049,0x16F1,COMM,CRITICAL,Enable transmitter on band (variant 49),1.0
CMD_COMM_TX_DISABLE_049,0x16F2,COMM,NOMINAL,Disable transmitter on band (variant 49),1.0
CMD_COMM_TX_POWER_049,0x16F3,COMM,CRITICAL,Set transmitter output power (variant 49),1.0
CMD_COMM_DUMP_START_049,0x16F4,COMM,NOMINAL,Start virtual-channel data dump (variant 49),1.0
CMD_COMM_DUMP_STOP_049,0x16F5,COMM,CRITICAL,Stop virtual-channel data dump (variant 49),1.0
CMD_CDH_BOOT_WARM_049,0x16F6,CDH,NOMINAL,Warm reboot of flight processor (variant 49),1.0
CMD_CDH_BOOT_COLD_049,0x16F7,CDH,NOMINAL,Cold reboot of flight processor (variant 49),1.0
CMD_CDH_TIME_SYNC_049,0x16F8,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 49),1.0
CMD_CDH_FILE_DELETE_049,0x16F9,CDH,NOMINAL,Delete onboard file by path (variant 49),1.0
CMD_CDH_MEM_DUMP_049,0x16FA,CDH,NOMINAL,Dump memory region (variant 49),1.0
CMD_CDH_MEM_PATCH_049,0x16FB,CDH,NOMINAL,Patch memory region (variant 49),1.0
CMD_THERMAL_HTR_ON_049,0x16FC,THERMAL,NOMINAL,Turn on heater zone (variant 49),1.0
CMD_THERMAL_HTR_OFF_049,0x16FD,THERMAL,NOMINAL,Turn off heater zone (variant 49),1.0
CMD_THERMAL_HTR_AUTO_049,0x16FE,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 49),1.0
CMD_PAYLOAD_IMG_CAPTURE_049,0x16FF,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 49),1.0
CMD_PAYLOAD_IMG_ABORT_049,0x1700,PAYLOAD,HAZARDOUS,Abort current image capture (variant 49),1.0
CMD_PAYLOAD_INST_ON_049,0x1701,PAYLOAD,NOMINAL,Power on instrument (variant 49),1.0
CMD_PAYLOAD_INST_OFF_049,0x1702,PAYLOAD,NOMINAL,Power off instrument (variant 49),1.0
CMD_PAYLOAD_INST_CAL_049,0x1703,PAYLOAD,NOMINAL,Run instrument calibration (variant 49),1.0
CMD_PROP_VALVE_OPEN_049,0x1704,PROP,NOMINAL,Open propulsion valve (variant 49),1.0
CMD_PROP_VALVE_CLOSE_049,0x1705,PROP,NOMINAL,Close propulsion valve (variant 49),1.0
CMD_PROP_BURN_EXEC_049,0x1706,PROP,NOMINAL,Execute commanded delta-v burn (variant 49),1.0
CMD_PROP_BURN_ABORT_049,0x1707,PROP,NOMINAL,Abort active propulsive maneuver (variant 49),1.0
CMD_EPS_PWR_ON_050,0x1708,EPS,NOMINAL,Enable power channel in specified mode (variant 50),1.0
CMD_EPS_PWR_OFF_050,0x1709,EPS,HAZARDOUS,Disable power channel (variant 50),1.0
CMD_EPS_BATT_TRICKLE_050,0x170A,EPS,NOMINAL,Set battery trickle charge rate (variant 50),1.0
CMD_EPS_BATT_RESET_050,0x170B,EPS,NOMINAL,Reset battery management controller (variant 50),1.0
CMD_EPS_SOLAR_DEPLOY_050,0x170C,EPS,NOMINAL,Deploy solar array (variant 50),1.0
CMD_EPS_SOLAR_STOW_050,0x170D,EPS,CRITICAL,Stow solar array (variant 50),1.0
CMD_ADCS_MODE_SET_050,0x170E,ADCS,NOMINAL,Set ADCS control mode (variant 50),1.0
CMD_ADCS_MODE_SAFE_050,0x170F,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 50),1.0
CMD_ADCS_RW_SPIN_050,0x1710,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 50),1.0
CMD_ADCS_RW_STOP_050,0x1711,ADCS,CRITICAL,Stop reaction wheel (variant 50),1.0
CMD_ADCS_MTQ_FIRE_050,0x1712,ADCS,NOMINAL,Fire magnetorquer along axis (variant 50),1.0
CMD_ADCS_STAR_TRACK_050,0x1713,ADCS,HAZARDOUS,Begin star tracker tracking (variant 50),1.0
CMD_ADCS_ATT_SLEW_050,0x1714,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 50),1.0
CMD_COMM_TX_ENABLE_050,0x1715,COMM,CRITICAL,Enable transmitter on band (variant 50),1.0
CMD_COMM_TX_DISABLE_050,0x1716,COMM,NOMINAL,Disable transmitter on band (variant 50),1.0
CMD_COMM_TX_POWER_050,0x1717,COMM,CRITICAL,Set transmitter output power (variant 50),1.0
CMD_COMM_DUMP_START_050,0x1718,COMM,NOMINAL,Start virtual-channel data dump (variant 50),1.0
CMD_COMM_DUMP_STOP_050,0x1719,COMM,CRITICAL,Stop virtual-channel data dump (variant 50),1.0
CMD_CDH_BOOT_WARM_050,0x171A,CDH,NOMINAL,Warm reboot of flight processor (variant 50),1.0
CMD_CDH_BOOT_COLD_050,0x171B,CDH,NOMINAL,Cold reboot of flight processor (variant 50),1.0
CMD_CDH_TIME_SYNC_050,0x171C,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 50),1.0
CMD_CDH_FILE_DELETE_050,0x171D,CDH,NOMINAL,Delete onboard file by path (variant 50),1.0
CMD_CDH_MEM_DUMP_050,0x171E,CDH,NOMINAL,Dump memory region (variant 50),1.0
CMD_CDH_MEM_PATCH_050,0x171F,CDH,NOMINAL,Patch memory region (variant 50),1.0
CMD_THERMAL_HTR_ON_050,0x1720,THERMAL,NOMINAL,Turn on heater zone (variant 50),1.0
CMD_THERMAL_HTR_OFF_050,0x1721,THERMAL,NOMINAL,Turn off heater zone (variant 50),1.0
CMD_THERMAL_HTR_AUTO_050,0x1722,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 50),1.0
CMD_PAYLOAD_IMG_CAPTURE_050,0x1723,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 50),1.0
CMD_PAYLOAD_IMG_ABORT_050,0x1724,PAYLOAD,HAZARDOUS,Abort current image capture (variant 50),1.0
CMD_PAYLOAD_INST_ON_050,0x1725,PAYLOAD,NOMINAL,Power on instrument (variant 50),1.0
CMD_PAYLOAD_INST_OFF_050,0x1726,PAYLOAD,NOMINAL,Power off instrument (variant 50),1.0
CMD_PAYLOAD_INST_CAL_050,0x1727,PAYLOAD,NOMINAL,Run instrument calibration (variant 50),1.0
CMD_PROP_VALVE_OPEN_050,0x1728,PROP,NOMINAL,Open propulsion valve (variant 50),1.0
CMD_PROP_VALVE_CLOSE_050,0x1729,PROP,NOMINAL,Close propulsion valve (variant 50),1.0
CMD_PROP_BURN_EXEC_050,0x172A,PROP,NOMINAL,Execute commanded delta-v burn (variant 50),1.0
CMD_PROP_BURN_ABORT_050,0x172B,PROP,NOMINAL,Abort active propulsive maneuver (variant 50),1.0
CMD_EPS_PWR_ON_051,0x172C,EPS,NOMINAL,Enable power channel in specified mode (variant 51),1.0
CMD_EPS_PWR_OFF_051,0x172D,EPS,HAZARDOUS,Disable power channel (variant 51),1.0
CMD_EPS_BATT_TRICKLE_051,0x172E,EPS,NOMINAL,Set battery trickle charge rate (variant 51),1.0
CMD_EPS_BATT_RESET_051,0x172F,EPS,NOMINAL,Reset battery management controller (variant 51),1.0
CMD_EPS_SOLAR_DEPLOY_051,0x1730,EPS,NOMINAL,Deploy solar array (variant 51),1.0
CMD_EPS_SOLAR_STOW_051,0x1731,EPS,CRITICAL,Stow solar array (variant 51),1.0
CMD_ADCS_MODE_SET_051,0x1732,ADCS,NOMINAL,Set ADCS control mode (variant 51),1.0
CMD_ADCS_MODE_SAFE_051,0x1733,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 51),1.0
CMD_ADCS_RW_SPIN_051,0x1734,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 51),1.0
CMD_ADCS_RW_STOP_051,0x1735,ADCS,CRITICAL,Stop reaction wheel (variant 51),1.0
CMD_ADCS_MTQ_FIRE_051,0x1736,ADCS,NOMINAL,Fire magnetorquer along axis (variant 51),1.0
CMD_ADCS_STAR_TRACK_051,0x1737,ADCS,HAZARDOUS,Begin star tracker tracking (variant 51),1.0
CMD_ADCS_ATT_SLEW_051,0x1738,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 51),1.0
CMD_COMM_TX_ENABLE_051,0x1739,COMM,CRITICAL,Enable transmitter on band (variant 51),1.0
CMD_COMM_TX_DISABLE_051,0x173A,COMM,NOMINAL,Disable transmitter on band (variant 51),1.0
CMD_COMM_TX_POWER_051,0x173B,COMM,CRITICAL,Set transmitter output power (variant 51),1.0
CMD_COMM_DUMP_START_051,0x173C,COMM,NOMINAL,Start virtual-channel data dump (variant 51),1.0
CMD_COMM_DUMP_STOP_051,0x173D,COMM,CRITICAL,Stop virtual-channel data dump (variant 51),1.0
CMD_CDH_BOOT_WARM_051,0x173E,CDH,NOMINAL,Warm reboot of flight processor (variant 51),1.0
CMD_CDH_BOOT_COLD_051,0x173F,CDH,NOMINAL,Cold reboot of flight processor (variant 51),1.0
CMD_CDH_TIME_SYNC_051,0x1740,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 51),1.0
CMD_CDH_FILE_DELETE_051,0x1741,CDH,NOMINAL,Delete onboard file by path (variant 51),1.0
CMD_CDH_MEM_DUMP_051,0x1742,CDH,NOMINAL,Dump memory region (variant 51),1.0
CMD_CDH_MEM_PATCH_051,0x1743,CDH,NOMINAL,Patch memory region (variant 51),1.0
CMD_THERMAL_HTR_ON_051,0x1744,THERMAL,NOMINAL,Turn on heater zone (variant 51),1.0
CMD_THERMAL_HTR_OFF_051,0x1745,THERMAL,NOMINAL,Turn off heater zone (variant 51),1.0
CMD_THERMAL_HTR_AUTO_051,0x1746,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 51),1.0
CMD_PAYLOAD_IMG_CAPTURE_051,0x1747,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 51),1.0
CMD_PAYLOAD_IMG_ABORT_051,0x1748,PAYLOAD,HAZARDOUS,Abort current image capture (variant 51),1.0
CMD_PAYLOAD_INST_ON_051,0x1749,PAYLOAD,NOMINAL,Power on instrument (variant 51),1.0
CMD_PAYLOAD_INST_OFF_051,0x174A,PAYLOAD,NOMINAL,Power off instrument (variant 51),1.0
CMD_PAYLOAD_INST_CAL_051,0x174B,PAYLOAD,NOMINAL,Run instrument calibration (variant 51),1.0
CMD_PROP_VALVE_OPEN_051,0x174C,PROP,NOMINAL,Open propulsion valve (variant 51),1.0
CMD_PROP_VALVE_CLOSE_051,0x174D,PROP,NOMINAL,Close propulsion valve (variant 51),1.0
CMD_PROP_BURN_EXEC_051,0x174E,PROP,NOMINAL,Execute commanded delta-v burn (variant 51),1.0
CMD_PROP_BURN_ABORT_051,0x174F,PROP,NOMINAL,Abort active propulsive maneuver (variant 51),1.0
CMD_EPS_PWR_ON_052,0x1750,EPS,NOMINAL,Enable power channel in specified mode (variant 52),1.0
CMD_EPS_PWR_OFF_052,0x1751,EPS,HAZARDOUS,Disable power channel (variant 52),1.0
CMD_EPS_BATT_TRICKLE_052,0x1752,EPS,NOMINAL,Set battery trickle charge rate (variant 52),1.0
CMD_EPS_BATT_RESET_052,0x1753,EPS,NOMINAL,Reset battery management controller (variant 52),1.0
CMD_EPS_SOLAR_DEPLOY_052,0x1754,EPS,NOMINAL,Deploy solar array (variant 52),1.0
CMD_EPS_SOLAR_STOW_052,0x1755,EPS,CRITICAL,Stow solar array (variant 52),1.0
CMD_ADCS_MODE_SET_052,0x1756,ADCS,NOMINAL,Set ADCS control mode (variant 52),1.0
CMD_ADCS_MODE_SAFE_052,0x1757,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 52),1.0
CMD_ADCS_RW_SPIN_052,0x1758,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 52),1.0
CMD_ADCS_RW_STOP_052,0x1759,ADCS,CRITICAL,Stop reaction wheel (variant 52),1.0
CMD_ADCS_MTQ_FIRE_052,0x175A,ADCS,NOMINAL,Fire magnetorquer along axis (variant 52),1.0
CMD_ADCS_STAR_TRACK_052,0x175B,ADCS,HAZARDOUS,Begin star tracker tracking (variant 52),1.0
CMD_ADCS_ATT_SLEW_052,0x175C,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 52),1.0
CMD_COMM_TX_ENABLE_052,0x175D,COMM,CRITICAL,Enable transmitter on band (variant 52),1.0
CMD_COMM_TX_DISABLE_052,0x175E,COMM,NOMINAL,Disable transmitter on band (variant 52),1.0
CMD_COMM_TX_POWER_052,0x175F,COMM,CRITICAL,Set transmitter output power (variant 52),1.0
CMD_COMM_DUMP_START_052,0x1760,COMM,NOMINAL,Start virtual-channel data dump (variant 52),1.0
CMD_COMM_DUMP_STOP_052,0x1761,COMM,CRITICAL,Stop virtual-channel data dump (variant 52),1.0
CMD_CDH_BOOT_WARM_052,0x1762,CDH,NOMINAL,Warm reboot of flight processor (variant 52),1.0
CMD_CDH_BOOT_COLD_052,0x1763,CDH,NOMINAL,Cold reboot of flight processor (variant 52),1.0
CMD_CDH_TIME_SYNC_052,0x1764,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 52),1.0
